Date,Course,Venue,Attendees
08/05/2017,Excel Level 2,Hampton,5
29/05/2017,Excel Level 2,Hampton,5
17/12/2017,Excel VBA,Warwick Street,7
28/04/2017,Excel VBA,Surrey House,5
26/03/2017,Power Query,Surrey House,5
07/12/2017,Power Query & Power Pivot,Hampton,5
18/01/2017,Excel Level 2,Surrey House,3
24/01/2017,Power Query,Hampton,5
26/11/2017,Excel Level 2,Hampton,6
27/11/2017,Excel Level 1,Warwick Street,3
30/09/2017,Excel Best Practise & Tips,Dover Court,5
05/03/2017,Excel VBA,Surrey House,5
16/12/2017,Excel Level 2,Hampton,5
26/01/2017,Excel Level 1,Hampton,5
01/06/2017,Power Query,Warwick Street,5
16/03/2017,Excel Dashboards,Surrey House,3
13/12/2017,Excel Level 2,Hampton,3
15/06/2017,Power Query & Power Pivot,Hampton,5
19/01/2017,Power Query,Surrey House,5
10/04/2017,Excel Level 1,Hampton,5
12/04/2017,Power Query,Warwick Street,7
07/06/2017,Excel Level 2,Dover Court,3
02/07/2017,Excel Level 2,Dover Court,5
10/07/2017,Excel Level 3,Dover Court,3
26/12/2017,Excel Level 3,Hampton,5
03/04/2017,Excel VBA,Hampton,2
25/12/2017,Power Query,Surrey House,5
24/06/2017,Power Query & Power Pivot,Hampton,3
08/04/2017,Excel Level 2,Hampton,5
19/11/2017,Excel Level 2,Dover Court,3
04/12/2017,Power Query,Warwick Street,7
24/07/2017,Excel Level 2,Surrey House,7
24/11/2017,Power Query,Dover Court,7
15/12/2017,Power Query,Surrey House,3
07/12/2017,Excel VBA,Surrey House,3
25/11/2017,Excel Dashboards,Surrey House,1
15/03/2017,Power Query,Surrey House,10
05/12/2017,Excel VBA,Dover Court,3
24/08/2017,Excel Level 2,Surrey House,5
12/03/2017,Excel Level 2,Surrey House,7
30/11/2017,Mastering DAX,Dover Court,7
06/09/2017,Excel Level 2,Dover Court,2
18/07/2017,Excel Dashboards,Dover Court,3
25/01/2017,Power Query,Warwick Street,7
20/12/2017,Mastering DAX,Dover Court,5
16/12/2017,Excel Level 2,Dover Court,7
08/01/2017,Excel Dashboards,Hampton,5
18/11/2017,Power Query,Hampton,3
21/03/2017,Power Query,Surrey House,3
08/12/2017,Mastering DAX,Warwick Street,10
08/12/2017,Excel Level 2,Surrey House,3
23/07/2017,Excel Formulas and Functions,Dover Court,1
18/12/2017,Excel Level 1,Surrey House,7
10/11/2017,Excel Formulas and Functions,Surrey House,5
21/12/2017,Excel Level 1,Warwick Street,7
08/06/2017,Excel Level 3,Surrey House,5
06/12/2017,Excel Dashboards,Dover Court,10
07/06/2017,Power Query,Surrey House,3
07/08/2017,Power Query & Power Pivot,Hampton,3
07/07/2017,Power Query & Power Pivot,Surrey House,7
14/12/2017,Excel Level 2,Warwick Street,3
21/11/2017,Excel Level 1,Warwick Street,3
20/05/2017,Excel Level 1,Hampton,3
18/03/2017,Excel Level 3,Surrey House,3
04/06/2017,Excel Level 1,Dover Court,5
21/08/2017,Excel Level 2,Hampton,7
16/12/2017,Excel Dashboards,Hampton,3
18/03/2017,Power Query,Hampton,2
07/09/2017,Excel Level 3,Hampton,5
10/05/2017,Excel Level 2,Hampton,3
04/08/2017,Power Query,Dover Court,7
13/05/2017,Power Query,Hampton,3
23/12/2017,Excel Dashboards,Surrey House,5
31/01/2017,Excel Level 2,Surrey House,5
17/04/2017,Excel Level 2,Hampton,5
07/07/2017,Excel Level 2,Surrey House,5
18/10/2017,Excel VBA,Dover Court,5
06/02/2017,Excel Formulas and Functions,Surrey House,2
30/05/2017,Excel Level 2,Hampton,5
28/11/2017,Mastering DAX,Surrey House,7
21/01/2017,Excel Level 2,Hampton,3
12/09/2017,Excel Level 2,Hampton,9
23/12/2017,Excel Level 2,Surrey House,5
09/12/2017,Excel VBA,Surrey House,3
29/11/2017,Power Query,Dover Court,5
12/03/2017,Excel Dashboards,Dover Court,5
11/12/2017,Power Query,Hampton,3
19/01/2017,Excel Level 3,Surrey House,5
17/02/2017,Excel Level 2,Warwick Street,5
15/10/2017,Excel VBA,Hampton,3
25/08/2017,Mastering DAX,Dover Court,3
17/04/2017,Excel Dashboards,Warwick Street,3
21/08/2017,Excel Level 1,Warwick Street,5
06/12/2017,Excel Formulas and Functions,Dover Court,7
22/12/2017,Excel Level 2,Dover Court,1
30/11/2017,Excel Best Practise & Tips,Hampton,5
02/01/2017,Excel Level 2,Dover Court,7
24/04/2017,Excel Level 2,Dover Court,5
15/12/2017,Power Query,Dover Court,3
01/08/2017,Excel VBA,Dover Court,3
23/06/2017,Excel Level 2,Hampton,3
02/02/2017,Power Query,Hampton,7
21/12/2017,Power Query & Power Pivot,Warwick Street,5
29/08/2017,Power Query & Power Pivot,Hampton,3
21/12/2017,Excel VBA,Surrey House,3
30/09/2017,Power Query,Hampton,7
25/11/2017,Excel PivotTables,Dover Court,7
08/12/2017,Power Query & Power Pivot,Dover Court,7
09/12/2017,Power Query & Power Pivot,Hampton,1
26/02/2017,Excel Level 2,Warwick Street,3
10/02/2017,Excel Level 3,Hampton,3
18/07/2017,Excel Level 2,Warwick Street,3
28/11/2017,Power Query & Power Pivot,Surrey House,5
20/11/2017,Excel Level 3,Hampton,2
14/06/2017,Power Query & Power Pivot,Hampton,5
13/04/2017,Excel Level 2,Warwick Street,7
05/04/2017,Excel Level 2,Dover Court,8
13/10/2017,Power Query,Hampton,3
19/10/2017,Excel Dashboards,Dover Court,5
20/08/2017,Excel Level 3,Warwick Street,3
11/12/2017,Power Query,Hampton,3
29/11/2017,Power Query & Power Pivot,Surrey House,2
26/01/2017,Excel Level 3,Dover Court,3
09/12/2017,Power Query & Power Pivot,Dover Court,10
03/12/2017,Power Query & Power Pivot,Warwick Street,5
28/08/2017,Power Query,Dover Court,3
30/01/2017,Power Query,Warwick Street,5
13/02/2017,Mastering DAX,Surrey House,2
29/07/2017,Excel Level 2,Hampton,3
04/01/2017,Power Query,Hampton,3
10/01/2017,Excel Level 3,Warwick Street,3
23/12/2017,Power Query,Dover Court,5
29/11/2017,Power Query & Power Pivot,Surrey House,3
14/04/2017,Excel Level 2,Surrey House,5
23/11/2017,Power Query,Surrey House,7
29/07/2017,Mastering DAX,Dover Court,3
16/05/2017,Excel Formulas and Functions,Surrey House,3
01/03/2017,Excel Dashboards,Dover Court,3
02/05/2017,Excel Formulas and Functions,Hampton,3
06/03/2017,Power Query,Dover Court,7
25/02/2017,Excel Level 3,Warwick Street,5
02/12/2017,Excel Level 3,Warwick Street,2
06/04/2017,Excel Level 2,Dover Court,3
05/08/2017,Excel VBA,Dover Court,5
27/09/2017,Excel Level 1,Surrey House,2
14/08/2017,Power Query & Power Pivot,Surrey House,2
02/05/2017,Power Query & Power Pivot,Warwick Street,5
24/01/2017,Excel VBA,Surrey House,3
11/08/2017,Excel Level 2,Hampton,5
27/11/2017,Excel Level 2,Warwick Street,4
08/12/2017,Excel Level 2,Dover Court,5
14/08/2017,Excel Level 2,Warwick Street,3
26/12/2017,Excel Dashboards,Dover Court,3
08/11/2017,Excel Level 1,Dover Court,7
03/06/2017,Excel Level 2,Hampton,2
13/02/2017,Power Query & Power Pivot,Hampton,7
06/10/2017,Excel Level 2,Dover Court,2
04/12/2017,Excel Level 2,Surrey House,3
21/08/2017,Excel Level 3,Warwick Street,5
30/11/2017,Power Query,Warwick Street,3
26/02/2017,Power Query & Power Pivot,Warwick Street,7
20/09/2017,Excel Level 2,Warwick Street,7
28/11/2017,Excel Level 1,Dover Court,5
06/12/2017,Power BI Introduction,Surrey House,5
10/10/2017,Excel Level 2,Surrey House,5
06/01/2017,Power Query,Warwick Street,5
08/10/2017,Excel VBA,Hampton,3
24/12/2017,Power Query,Hampton,5
03/11/2017,Power Query,Surrey House,9
08/12/2017,Excel VBA,Surrey House,7
08/06/2017,Excel Level 2,Dover Court,5
27/02/2017,Power Query & Power Pivot,Surrey House,3
10/02/2017,Power Query,Dover Court,5
26/12/2017,Power Query & Power Pivot,Warwick Street,5
30/07/2017,Excel PivotTables,Hampton,3
18/06/2017,Excel Dashboards,Hampton,3
21/12/2017,Power Query & Power Pivot,Hampton,7
06/12/2017,Power Query & Power Pivot,Surrey House,5
16/12/2017,Excel Level 1,Dover Court,3
06/09/2017,Power Query & Power Pivot,Surrey House,2
01/12/2017,Power Query,Surrey House,7
05/12/2017,Excel Level 3,Surrey House,9
24/06/2017,Power Query & Power Pivot,Dover Court,2
05/12/2017,Power Query,Surrey House,5
18/11/2017,Excel Level 1,Dover Court,5
18/03/2017,Excel Level 2,Surrey House,3
18/12/2017,Excel Level 1,Hampton,5
12/12/2017,Excel Level 2,Dover Court,5
08/01/2017,Excel Level 3,Warwick Street,5
30/07/2017,Excel Level 1,Hampton,2
25/10/2017,Excel Level 2,Warwick Street,3
16/11/2017,Power Query & Power Pivot,Warwick Street,5
05/10/2017,Excel Level 2,Surrey House,7
24/09/2017,Excel Level 2,Warwick Street,7
05/03/2017,Excel Level 2,Dover Court,3
07/05/2017,Excel Level 1,Hampton,5
27/11/2017,Power Query,Dover Court,3
16/01/2017,Excel Level 2,Surrey House,3
09/02/2017,Excel Level 2,Dover Court,3
28/05/2017,Excel Dashboards,Warwick Street,3
15/10/2017,Excel Level 1,Hampton,2
16/12/2017,Mastering DAX,Hampton,2
22/02/2017,Excel VBA,Warwick Street,3
09/07/2017,Excel VBA,Surrey House,5
19/12/2017,Power Query & Power Pivot,Dover Court,3
09/05/2017,Excel PivotTables,Dover Court,3
16/07/2017,Excel VBA,Warwick Street,2
18/03/2017,Excel VBA,Hampton,5
11/12/2017,Power Query,Warwick Street,7
20/02/2017,Excel PivotTables,Surrey House,3
11/12/2017,Power Query & Power Pivot,Dover Court,5
27/12/2017,Excel Level 2,Hampton,7
05/12/2017,Excel Dashboards,Dover Court,3
28/11/2017,Excel Level 2,Hampton,3
26/03/2017,Power Query & Power Pivot,Hampton,8
18/11/2017,Excel VBA,Surrey House,5
22/08/2017,Power Query,Dover Court,3
08/03/2017,Power Query,Warwick Street,5
09/05/2017,Excel Dashboards,Warwick Street,5
07/11/2017,Excel Level 3,Warwick Street,3
19/04/2017,Power Query,Warwick Street,1
05/07/2017,Excel VBA,Warwick Street,1
25/08/2017,Excel VBA,Surrey House,4
22/11/2017,Mastering DAX,Dover Court,5
21/03/2017,Excel Level 3,Surrey House,7
08/12/2017,Power Query,Surrey House,5
26/11/2017,Power Query & Power Pivot,Surrey House,5
27/11/2017,Excel Dashboards,Surrey House,7
