Date,Course,Venue,Attendees
17/07/2019,Excel Formulas and Functions,Dover Court,12
26/05/2019,Excel Level 2,Dover Court,6
04/06/2019,Excel Dashboards,Warwick Street,6
21/10/2019,Excel Level 3,Warwick Street,5
26/07/2019,Excel VBA,Hampton,6
01/05/2019,Excel PivotTables,Hampton,6
24/02/2019,Excel Level 1,Hampton,11
12/11/2019,Excel Best Practise & Tips,Warwick Street,5
10/04/2019,Excel Level 2,Dover Court,4
26/10/2019,Power BI Introduction,Surrey House,6
20/06/2019,Excel Level 3,Surrey House,5
05/04/2019,Power Query,Warwick Street,5
05/11/2019,Excel Formulas and Functions,Surrey House,5
24/12/2019,Excel Level 3,Warwick Street,5
01/01/2019,Excel Formulas and Functions,Warwick Street,4
10/12/2019,Excel VBA,Warwick Street,5
09/11/2019,Power BI Introduction,Warwick Street,4
25/12/2019,Power BI Introduction,Dover Court,3
29/06/2019,Excel Dashboards,Dover Court,6
08/02/2019,Power BI Introduction,Dover Court,5
28/03/2019,Excel Level 2,Surrey House,5
02/09/2019,Excel Dashboards,Warwick Street,5
01/06/2019,Excel Level 3,Surrey House,5
01/11/2019,Excel Level 1,Hampton,5
09/12/2019,Excel Level 1,Warwick Street,5
02/06/2019,Excel VBA,Dover Court,5
08/09/2019,Excel Formulas and Functions,Warwick Street,12
27/12/2019,Power BI Introduction,Warwick Street,6
15/12/2019,Excel Formulas and Functions,Surrey House,5
24/07/2019,Excel Level 1,Surrey House,12
22/02/2019,Excel Level 1,Surrey House,5
04/04/2019,Excel VBA,Surrey House,6
05/12/2019,Excel Formulas and Functions,Warwick Street,5
24/11/2019,Excel Formulas and Functions,Surrey House,6
11/01/2019,Excel Formulas and Functions,Surrey House,4
09/12/2019,Excel PivotTables,Warwick Street,3
21/11/2019,Excel Dashboards,Surrey House,6
19/01/2019,Power BI Introduction,Hampton,6
30/12/2019,Excel Dashboards,Hampton,12
01/01/2019,Excel Dashboards,Dover Court,6
04/12/2019,Excel Formulas and Functions,Dover Court,6
23/01/2019,Power BI Introduction,Surrey House,5
24/04/2019,Excel Level 1,Warwick Street,6
27/09/2019,Power BI Introduction,Dover Court,12
16/05/2019,Excel Level 3,Hampton,6
23/12/2019,Excel VBA,Dover Court,6
30/09/2019,Excel Best Practise & Tips,Warwick Street,5
12/11/2019,Excel Formulas and Functions,Warwick Street,6
19/12/2019,Excel Best Practise & Tips,Surrey House,5
09/01/2019,Excel Level 2,Surrey House,5
05/08/2019,Excel Formulas and Functions,Warwick Street,6
03/12/2019,Excel Level 1,Surrey House,6
25/10/2019,Power BI Introduction,Warwick Street,4
23/03/2019,Excel VBA,Hampton,6
26/02/2019,Excel PivotTables,Surrey House,3
06/12/2019,Excel Level 2,Dover Court,6
17/11/2019,Excel Formulas and Functions,Surrey House,6
16/02/2019,Excel Level 1,Warwick Street,6
11/02/2019,Power BI Introduction,Surrey House,8
02/04/2019,Excel Level 2,Warwick Street,5
20/12/2019,Excel Level 1,Warwick Street,6
23/03/2019,Excel Level 3,Dover Court,12
26/11/2019,Excel PivotTables,Hampton,6
21/05/2019,Power Query & Power Pivot,Surrey House,5
13/03/2019,Power BI Introduction,Warwick Street,6
15/02/2019,Excel Formulas and Functions,Warwick Street,6
27/09/2019,Excel Level 3,Dover Court,6
16/04/2019,Excel PivotTables,Warwick Street,5
05/07/2019,Power BI Introduction,Hampton,4
30/04/2019,Excel Level 3,Dover Court,8
18/03/2019,Excel Formulas and Functions,Warwick Street,6
26/02/2019,Excel Level 2,Hampton,5
16/12/2019,Excel Level 1,Warwick Street,5
24/11/2019,Power Query & Power Pivot,Surrey House,5
13/08/2019,Excel Formulas and Functions,Dover Court,1
23/11/2019,Excel Level 1,Surrey House,6
14/02/2019,Excel Dashboards,Dover Court,5
13/02/2019,Excel Level 2,Warwick Street,5
22/05/2019,Excel Formulas and Functions,Warwick Street,6
04/11/2019,Excel PivotTables,Warwick Street,11
23/04/2019,Power Query,Dover Court,6
16/05/2019,Excel Dashboards,Surrey House,5
13/07/2019,Excel Formulas and Functions,Hampton,6
19/08/2019,Power Query & Power Pivot,Dover Court,11
22/11/2019,Power Query,Surrey House,6
11/04/2019,Excel PivotTables,Warwick Street,6
04/12/2019,Excel VBA,Surrey House,5
23/12/2019,Power BI Introduction,Warwick Street,6
05/06/2019,Excel Level 3,Warwick Street,6
23/11/2019,Excel Level 2,Dover Court,12
08/11/2019,Excel VBA,Surrey House,6
13/09/2019,Excel VBA,Hampton,6
11/04/2019,Excel Formulas and Functions,Warwick Street,6
07/01/2019,Excel PivotTables,Warwick Street,6
05/12/2019,Excel Best Practise & Tips,Warwick Street,10
19/03/2019,Excel Level 1,Hampton,5
21/08/2019,Excel Dashboards,Hampton,10
22/06/2019,Power BI Introduction,Dover Court,6
05/04/2019,Power BI Introduction,Hampton,5
24/11/2019,Power BI Introduction,Warwick Street,4
18/12/2019,Power Query & Power Pivot,Dover Court,4
09/11/2019,Excel VBA,Warwick Street,3
28/02/2019,Power Query,Hampton,4
08/12/2019,Excel Level 3,Surrey House,5
12/10/2019,Power BI Introduction,Surrey House,5
31/01/2019,Power BI Introduction,Warwick Street,5
25/09/2019,Excel Dashboards,Warwick Street,3
05/12/2019,Excel Formulas and Functions,Hampton,6
18/06/2019,Excel Level 3,Surrey House,6
24/05/2019,Excel Level 3,Surrey House,6
08/04/2019,Excel Level 2,Warwick Street,6
12/07/2019,Power BI Introduction,Warwick Street,3
14/03/2019,Excel PivotTables,Warwick Street,3
16/12/2019,Excel VBA,Warwick Street,11
28/12/2019,Excel VBA,Warwick Street,5
04/03/2019,Excel Formulas and Functions,Dover Court,4
21/09/2019,Excel Level 3,Hampton,6
19/12/2019,Excel Level 2,Surrey House,6
29/03/2019,Excel Level 3,Surrey House,6
24/11/2019,Excel Level 3,Hampton,4
15/03/2019,Mastering DAX,Surrey House,6
21/05/2019,Excel Level 1,Warwick Street,3
04/06/2019,Excel Level 3,Warwick Street,1
05/01/2019,Excel Level 2,Surrey House,6
11/05/2019,Excel Formulas and Functions,Surrey House,4
02/07/2019,Excel Formulas and Functions,Warwick Street,6
06/05/2019,Excel Level 3,Hampton,12
26/12/2019,Power Query & Power Pivot,Warwick Street,6
05/05/2019,Excel Formulas and Functions,Warwick Street,5
01/01/2019,Excel Level 3,Surrey House,6
14/05/2019,Excel VBA,Hampton,6
21/12/2019,Power BI Introduction,Hampton,5
16/02/2019,Excel Level 3,Surrey House,12
27/12/2019,Excel Level 2,Surrey House,3
18/06/2019,Excel Level 2,Warwick Street,5
21/01/2019,Excel Dashboards,Surrey House,5
30/12/2019,Excel Dashboards,Warwick Street,5
29/07/2019,Excel Level 2,Surrey House,11
23/07/2019,Power BI Introduction,Dover Court,5
25/07/2019,Excel Level 3,Warwick Street,6
21/11/2019,Power Query & Power Pivot,Surrey House,6
25/05/2019,Excel Level 3,Surrey House,5
20/02/2019,Power BI Introduction,Warwick Street,4
13/11/2019,Excel Dashboards,Warwick Street,4
07/02/2019,Excel Dashboards,Warwick Street,11
09/12/2019,Power BI Introduction,Dover Court,5
29/01/2019,Excel Level 1,Dover Court,5
07/12/2019,Excel Level 1,Hampton,5
19/11/2019,Excel PivotTables,Hampton,6
03/12/2019,Excel Level 3,Dover Court,6
30/07/2019,Power Query & Power Pivot,Warwick Street,4
18/02/2019,Power BI Introduction,Warwick Street,4
24/11/2019,Excel Level 3,Surrey House,6
12/11/2019,Power Query,Surrey House,5
02/04/2019,Excel Dashboards,Warwick Street,6
14/01/2019,Excel Level 2,Hampton,6
20/07/2019,Excel Dashboards,Warwick Street,5
31/01/2019,Power Query & Power Pivot,Warwick Street,6
28/10/2019,Excel Level 1,Warwick Street,6
12/11/2019,Power BI Introduction,Warwick Street,4
24/07/2019,Excel Formulas and Functions,Warwick Street,6
08/11/2019,Excel Level 3,Warwick Street,3
09/05/2019,Power BI Introduction,Surrey House,6
15/09/2019,Excel Formulas and Functions,Hampton,5
24/12/2019,Excel Dashboards,Dover Court,4
21/07/2019,Power Query & Power Pivot,Surrey House,5
02/10/2019,Excel PivotTables,Warwick Street,6
12/02/2019,Power BI Introduction,Surrey House,5
25/01/2019,Excel Level 1,Surrey House,6
24/03/2019,Excel Dashboards,Warwick Street,5
13/12/2019,Excel Dashboards,Warwick Street,5
09/03/2019,Excel Level 1,Warwick Street,6
02/10/2019,Excel Level 2,Warwick Street,6
03/01/2019,Excel Formulas and Functions,Hampton,6
09/01/2019,Power BI Introduction,Surrey House,4
21/11/2019,Excel Formulas and Functions,Hampton,1
16/01/2019,Excel Level 2,Warwick Street,5
04/08/2019,Power BI Introduction,Surrey House,6
23/12/2019,Excel PivotTables,Surrey House,4
30/12/2019,Power BI Introduction,Warwick Street,12
09/06/2019,Excel Level 2,Surrey House,12
29/11/2019,Excel PivotTables,Warwick Street,4
15/12/2019,Power BI Introduction,Dover Court,5
21/12/2019,Excel Level 3,Hampton,6
18/07/2019,Power Query & Power Pivot,Surrey House,6
11/12/2019,Excel Level 3,Surrey House,5
15/01/2019,Power BI Introduction,Warwick Street,12
12/12/2019,Power Query & Power Pivot,Warwick Street,6
28/04/2019,Power BI Introduction,Dover Court,5
01/10/2019,Excel Formulas and Functions,Surrey House,5
04/08/2019,Power Query & Power Pivot,Warwick Street,5
12/12/2019,Excel Formulas and Functions,Warwick Street,6
30/11/2019,Power BI Introduction,Warwick Street,6
24/04/2019,Excel Level 1,Dover Court,6
27/07/2019,Power BI Introduction,Hampton,6
11/10/2019,Excel Level 1,Surrey House,5
21/11/2019,Power BI Introduction,Hampton,4
01/09/2019,Excel Level 2,Surrey House,3
08/12/2019,Excel Formulas and Functions,Warwick Street,5
13/11/2019,Excel Level 3,Surrey House,4
10/08/2019,Power BI Introduction,Hampton,6
05/02/2019,Excel Level 2,Dover Court,4
28/05/2019,Excel Level 3,Surrey House,6
02/11/2019,Excel Level 2,Warwick Street,5
12/01/2019,Excel Formulas and Functions,Dover Court,4
14/08/2019,Excel Formulas and Functions,Warwick Street,6
26/05/2019,Excel Formulas and Functions,Dover Court,6
26/11/2019,Excel Level 2,Warwick Street,6
09/05/2019,Excel Formulas and Functions,Surrey House,5
16/02/2019,Power BI Introduction,Dover Court,4
07/08/2019,Excel Level 3,Hampton,6
08/06/2019,Excel Level 1,Hampton,5
09/12/2019,Excel Level 3,Surrey House,5
20/03/2019,Excel Level 1,Warwick Street,12
30/11/2019,Excel Level 2,Surrey House,6
16/12/2019,Excel Level 2,Hampton,11
05/08/2019,Excel Formulas and Functions,Dover Court,4
02/09/2019,Excel Dashboards,Dover Court,4
01/12/2019,Power Query & Power Pivot,Dover Court,4
19/02/2019,Excel Formulas and Functions,Dover Court,3
25/11/2019,Excel Level 1,Surrey House,6
16/10/2019,Power BI Introduction,Warwick Street,6
29/03/2019,Power BI Introduction,Warwick Street,6
29/11/2019,Excel VBA,Dover Court,4
25/04/2019,Power BI Introduction,Warwick Street,5
15/06/2019,Excel Level 2,Dover Court,6
03/12/2019,Power BI Introduction,Warwick Street,5
17/05/2019,Power BI Introduction,Warwick Street,5
18/11/2019,Power BI Introduction,Dover Court,6
09/11/2019,Power BI Introduction,Hampton,5
28/04/2019,Excel Formulas and Functions,Surrey House,3
10/12/2019,Excel Level 1,Surrey House,6
16/05/2019,Excel Level 1,Warwick Street,12
02/10/2019,Excel PivotTables,Dover Court,5
23/02/2019,Power BI Introduction,Warwick Street,5
03/07/2019,Excel VBA,Hampton,6
04/06/2019,Power BI Introduction,Warwick Street,4
07/03/2019,Excel Dashboards,Surrey House,12
22/08/2019,Excel PivotTables,Warwick Street,4
10/10/2019,Excel Level 1,Hampton,6
07/04/2019,Power Query & Power Pivot,Hampton,6
30/01/2019,Power Query & Power Pivot,Warwick Street,6
15/03/2019,Excel Level 3,Warwick Street,5
22/11/2019,Excel Dashboards,Warwick Street,4
25/10/2019,Excel Level 3,Warwick Street,6
07/04/2019,Excel Formulas and Functions,Hampton,5
