Date,Course,Venue,Attendees
11/12/2016,Excel Level 1,Dover Court,3
22/11/2016,Excel Level 1,Warwick Street,5
30/11/2016,Excel Dashboards,Warwick Street,5
04/12/2016,Excel Level 2,Surrey House,5
25/11/2016,Excel Dashboards,Dover Court,2
02/02/2016,Excel PivotTables,Warwick Street,3
05/10/2016,Excel Level 2,Surrey House,9
02/01/2016,Excel VBA,Surrey House,5
08/12/2016,Mastering DAX,Surrey House,5
22/02/2016,Excel Formulas and Functions,Hampton,10
28/11/2016,Excel Level 1,Dover Court,3
13/01/2016,Excel Best Practise & Tips,Surrey House,5
18/03/2016,Excel Level 1,Warwick Street,5
01/12/2016,Excel Dashboards,Surrey House,7
25/12/2016,Excel Level 1,Warwick Street,3
24/05/2016,Excel Level 1,Warwick Street,6
01/05/2016,Excel Level 1,Surrey House,10
08/11/2016,Excel PivotTables,Dover Court,1
14/07/2016,Excel PivotTables,Warwick Street,3
14/02/2016,Mastering DAX,Dover Court,3
27/09/2016,Excel PivotTables,Surrey House,5
30/11/2016,Power BI Introduction,Hampton,5
04/10/2016,Excel Level 1,Dover Court,6
01/12/2016,Excel Best Practise & Tips,Dover Court,3
02/02/2016,Excel Level 2,Dover Court,3
05/03/2016,Mastering DAX,Dover Court,5
12/01/2016,Power BI Introduction,Warwick Street,7
17/01/2016,Power Query & Power Pivot,Hampton,5
20/11/2016,Excel Level 1,Surrey House,9
04/11/2016,Excel Level 2,Hampton,7
20/04/2016,Excel Level 3,Warwick Street,5
14/06/2016,Excel Level 1,Hampton,8
13/12/2016,Excel Level 1,Hampton,5
10/05/2016,Excel Level 1,Hampton,3
07/09/2016,Mastering DAX,Warwick Street,7
13/11/2016,Excel VBA,Warwick Street,3
05/12/2016,Excel Best Practise & Tips,Hampton,5
08/12/2016,Excel VBA,Surrey House,3
23/11/2016,Excel Level 1,Surrey House,10
03/07/2016,Excel Level 1,Hampton,7
07/12/2016,Power BI Introduction,Surrey House,5
06/08/2016,Excel PivotTables,Surrey House,2
04/12/2016,Power Query,Hampton,4
21/12/2016,Excel VBA,Dover Court,3
23/01/2016,Excel Formulas and Functions,Dover Court,5
18/12/2016,Excel Level 1,Surrey House,3
07/11/2016,Excel Best Practise & Tips,Warwick Street,5
11/03/2016,Excel Level 1,Surrey House,5
03/12/2016,Excel Level 1,Warwick Street,1
19/11/2016,Excel Level 1,Hampton,3
10/03/2016,Mastering DAX,Warwick Street,7
23/06/2016,Excel Level 1,Hampton,7
09/05/2016,Power BI Introduction,Warwick Street,3
05/12/2016,Power Query & Power Pivot,Hampton,8
01/12/2016,Excel Level 1,Hampton,9
04/12/2016,Excel Formulas and Functions,Hampton,5
15/05/2016,Mastering DAX,Warwick Street,5
16/02/2016,Power BI Introduction,Warwick Street,3
04/01/2016,Excel Level 3,Hampton,5
