Date,Course,Venue,Attendees
16/12/2018,Power BI Introduction,Dover Court,5
27/12/2018,Power Query & Power Pivot,Warwick Street,5
16/05/2018,Excel Best Practise & Tips,Dover Court,3
05/07/2018,Power Query & Power Pivot,Warwick Street,5
14/10/2018,Excel Formulas and Functions,Hampton,5
01/12/2018,Excel Level 3,Warwick Street,3
18/04/2018,Excel Level 3,Dover Court,5
29/11/2018,Excel Level 3,Warwick Street,9
18/06/2018,Power BI Introduction,Warwick Street,3
01/08/2018,Excel Dashboards,Surrey House,5
27/11/2018,Mastering DAX,Surrey House,3
24/08/2018,Excel Level 2,Warwick Street,5
24/12/2018,Excel Dashboards,Warwick Street,10
23/06/2018,Mastering DAX,Warwick Street,9
30/09/2018,Excel Level 1,Dover Court,2
15/03/2018,Excel Best Practise & Tips,Surrey House,3
02/02/2018,Excel Level 3,Surrey House,5
08/09/2018,Excel Formulas and Functions,Surrey House,3
11/12/2018,Mastering DAX,Surrey House,3
21/02/2018,Excel Level 3,Warwick Street,5
17/11/2018,Excel Level 3,Warwick Street,10
17/04/2018,Excel Level 2,Hampton,2
18/11/2018,Excel Formulas and Functions,Dover Court,3
06/12/2018,Excel Level 3,Hampton,7
29/03/2018,Mastering DAX,Hampton,5
24/02/2018,Mastering DAX,Hampton,5
30/12/2018,Excel Formulas and Functions,Dover Court,3
21/11/2018,Excel Level 3,Dover Court,3
19/03/2018,Excel Dashboards,Hampton,7
15/08/2018,Mastering DAX,Surrey House,7
09/04/2018,Excel Dashboards,Warwick Street,7
15/07/2018,Excel Level 2,Dover Court,5
29/12/2018,Excel Best Practise & Tips,Warwick Street,7
28/02/2018,Excel Dashboards,Warwick Street,3
26/08/2018,Excel Level 3,Warwick Street,7
25/12/2018,Excel Level 2,Warwick Street,3
24/04/2018,Excel Level 3,Warwick Street,3
20/12/2018,Mastering DAX,Warwick Street,5
11/05/2018,Excel Level 2,Hampton,3
19/12/2018,Excel Level 3,Warwick Street,3
27/11/2018,Excel Formulas and Functions,Dover Court,5
24/02/2018,Excel Level 2,Hampton,1
24/03/2018,Mastering DAX,Hampton,2
19/07/2018,Excel Level 3,Surrey House,7
24/12/2018,Excel Best Practise & Tips,Warwick Street,3
22/11/2018,Excel Level 1,Surrey House,3
20/07/2018,Excel Formulas and Functions,Warwick Street,2
09/02/2018,Excel Level 3,Dover Court,5
13/12/2018,Power BI Introduction,Warwick Street,7
26/11/2018,Excel Level 1,Hampton,5
11/12/2018,Excel Dashboards,Hampton,3
09/12/2018,Mastering DAX,Surrey House,5
15/02/2018,Power BI Introduction,Dover Court,3
04/08/2018,Excel Level 3,Warwick Street,5
17/12/2018,Excel Level 3,Warwick Street,3
08/01/2018,Excel Level 3,Surrey House,9
07/04/2018,Excel Dashboards,Surrey House,5
03/11/2018,Excel Level 3,Warwick Street,3
05/07/2018,Excel Level 3,Surrey House,3
29/09/2018,Excel Formulas and Functions,Hampton,5
13/03/2018,Excel Level 3,Warwick Street,3
05/08/2018,Excel Formulas and Functions,Warwick Street,2
26/11/2018,Excel Formulas and Functions,Dover Court,3
28/03/2018,Power Query & Power Pivot,Warwick Street,3
13/10/2018,Mastering DAX,Warwick Street,5
09/03/2018,Mastering DAX,Surrey House,3
03/04/2018,Excel Dashboards,Hampton,3
15/07/2018,Excel Level 2,Dover Court,5
14/10/2018,Excel Formulas and Functions,Warwick Street,3
08/12/2018,Excel Formulas and Functions,Surrey House,3
31/03/2018,Excel Level 3,Warwick Street,5
09/10/2018,Excel Level 3,Dover Court,1
05/04/2018,Power BI Introduction,Surrey House,5
21/11/2018,Mastering DAX,Hampton,3
19/12/2018,Power BI Introduction,Warwick Street,2
25/08/2018,Excel Level 3,Hampton,3
01/12/2018,Excel Level 2,Dover Court,3
23/12/2018,Excel Formulas and Functions,Hampton,5
13/01/2018,Excel Level 3,Warwick Street,7
23/11/2018,Excel Level 2,Warwick Street,5
10/12/2018,Excel Dashboards,Hampton,3
26/11/2018,Excel Level 3,Dover Court,2
19/10/2018,Mastering DAX,Dover Court,8
15/07/2018,Power Query & Power Pivot,Warwick Street,5
22/11/2018,Excel Level 3,Surrey House,2
10/05/2018,Excel Formulas and Functions,Warwick Street,3
24/12/2018,Excel Best Practise & Tips,Surrey House,5
06/12/2018,Excel Formulas and Functions,Dover Court,8
08/11/2018,Excel PivotTables,Dover Court,3
25/11/2018,Excel Level 3,Warwick Street,5
02/12/2018,Power BI Introduction,Warwick Street,5
24/12/2018,Excel Best Practise & Tips,Warwick Street,3
16/01/2018,Excel Level 3,Warwick Street,2
12/07/2018,Excel VBA,Dover Court,5
18/12/2018,Excel VBA,Dover Court,2
13/12/2018,Excel Level 3,Warwick Street,3
24/11/2018,Excel Formulas and Functions,Warwick Street,7
17/12/2018,Excel VBA,Warwick Street,3
22/06/2018,Excel Level 3,Dover Court,7
06/08/2018,Excel VBA,Hampton,5
22/12/2018,Excel Level 1,Surrey House,2
25/11/2018,Mastering DAX,Surrey House,2
10/12/2018,Power BI Introduction,Hampton,3
29/07/2018,Mastering DAX,Surrey House,10
28/09/2018,Power BI Introduction,Hampton,3
26/12/2018,Mastering DAX,Warwick Street,5
27/12/2018,Excel Level 1,Surrey House,3
07/04/2018,Excel Level 3,Warwick Street,3
10/06/2018,Excel Best Practise & Tips,Warwick Street,3
24/12/2018,Excel Best Practise & Tips,Warwick Street,3
24/12/2018,Excel Level 3,Surrey House,7
16/12/2018,Excel Level 3,Warwick Street,3
10/05/2018,Excel Level 3,Hampton,3
10/08/2018,Mastering DAX,Warwick Street,5
29/12/2018,Excel Level 3,Warwick Street,7
09/12/2018,Excel Level 2,Hampton,10
09/12/2018,Excel Level 3,Warwick Street,3
16/10/2018,Excel Level 1,Warwick Street,7
24/08/2018,Mastering DAX,Warwick Street,3
17/12/2018,Excel Level 3,Dover Court,5
23/01/2018,Power Query & Power Pivot,Dover Court,3
28/09/2018,Excel Formulas and Functions,Warwick Street,5
29/11/2018,Excel Level 1,Warwick Street,5
19/08/2018,Excel Level 3,Hampton,3
13/12/2018,Power BI Introduction,Hampton,4
21/06/2018,Excel Dashboards,Warwick Street,7
16/02/2018,Power Query & Power Pivot,Hampton,7
19/11/2018,Excel Level 1,Hampton,3
21/07/2018,Excel Level 3,Surrey House,3
06/12/2018,Excel Formulas and Functions,Warwick Street,3
27/01/2018,Excel Level 2,Hampton,5
01/12/2018,Excel Best Practise & Tips,Surrey House,2
22/11/2018,Power BI Introduction,Surrey House,3
22/12/2018,Mastering DAX,Warwick Street,10
31/12/2018,Excel Level 3,Hampton,3
15/07/2018,Excel PivotTables,Hampton,2
04/05/2018,Excel Dashboards,Hampton,3
03/04/2018,Power BI Introduction,Warwick Street,3
13/12/2018,Excel PivotTables,Dover Court,3
27/05/2018,Excel Level 3,Warwick Street,7
06/12/2018,Mastering DAX,Warwick Street,5
30/11/2018,Excel Level 3,Warwick Street,3
01/03/2018,Excel Level 3,Warwick Street,5
15/01/2018,Excel Level 2,Surrey House,3
16/03/2018,Mastering DAX,Hampton,3
08/08/2018,Mastering DAX,Surrey House,7
10/06/2018,Mastering DAX,Warwick Street,2
06/12/2018,Excel Dashboards,Hampton,10
05/03/2018,Excel Level 1,Warwick Street,10
11/12/2018,Power Query,Warwick Street,5
13/07/2018,Excel Formulas and Functions,Dover Court,5
14/10/2018,Excel PivotTables,Warwick Street,3
18/12/2018,Excel Formulas and Functions,Surrey House,5
01/09/2018,Excel Level 3,Dover Court,3
17/07/2018,Excel Dashboards,Warwick Street,5
10/07/2018,Power BI Introduction,Surrey House,3
09/06/2018,Mastering DAX,Surrey House,8
15/12/2018,Excel Level 3,Warwick Street,7
08/08/2018,Power BI Introduction,Warwick Street,3
09/09/2018,Power BI Introduction,Warwick Street,3
18/12/2018,Power BI Introduction,Warwick Street,7
13/10/2018,Excel VBA,Dover Court,3
20/08/2018,Excel Dashboards,Warwick Street,3
09/07/2018,Excel Dashboards,Surrey House,3
06/04/2018,Mastering DAX,Warwick Street,5
17/07/2018,Excel PivotTables,Dover Court,5
20/12/2018,Excel Formulas and Functions,Dover Court,3
06/12/2018,Excel Formulas and Functions,Warwick Street,7
15/03/2018,Excel VBA,Hampton,5
10/10/2018,Excel Level 2,Warwick Street,5
11/03/2018,Excel Dashboards,Dover Court,8
29/03/2018,Excel Dashboards,Dover Court,3
12/01/2018,Excel Dashboards,Warwick Street,5
06/01/2018,Mastering DAX,Surrey House,3
31/10/2018,Excel Level 3,Surrey House,3
11/09/2018,Excel Level 3,Warwick Street,5
27/10/2018,Excel Formulas and Functions,Hampton,5
22/06/2018,Excel Dashboards,Hampton,5
13/11/2018,Excel Level 1,Dover Court,3
12/01/2018,Excel PivotTables,Warwick Street,5
03/12/2018,Excel Formulas and Functions,Dover Court,5
13/12/2018,Excel Level 3,Hampton,7
22/11/2018,Power BI Introduction,Warwick Street,3
04/09/2018,Excel Level 3,Warwick Street,2
12/12/2018,Excel Level 3,Hampton,10
02/12/2018,Excel Level 3,Hampton,5
09/10/2018,Excel Dashboards,Dover Court,9
27/11/2018,Excel Level 3,Warwick Street,3
23/09/2018,Mastering DAX,Surrey House,5
22/07/2018,Excel Best Practise & Tips,Warwick Street,5
19/01/2018,Excel Formulas and Functions,Hampton,3
18/03/2018,Power Query,Warwick Street,5
17/11/2018,Excel Level 3,Hampton,5
04/09/2018,Excel Level 3,Dover Court,3
10/06/2018,Excel Best Practise & Tips,Warwick Street,3
21/11/2018,Excel Dashboards,Warwick Street,5
01/07/2018,Excel Level 3,Warwick Street,5
20/11/2018,Power BI Introduction,Warwick Street,3
12/04/2018,Excel Level 1,Hampton,3
19/12/2018,Power BI Introduction,Warwick Street,7
23/12/2018,Excel Formulas and Functions,Surrey House,5
06/10/2018,Excel Formulas and Functions,Warwick Street,5
04/03/2018,Excel Best Practise & Tips,Warwick Street,7
11/12/2018,Excel Best Practise & Tips,Warwick Street,5
14/01/2018,Excel Level 2,Warwick Street,3
02/12/2018,Excel Level 3,Warwick Street,3
04/03/2018,Mastering DAX,Hampton,9
22/04/2018,Power BI Introduction,Surrey House,5
29/11/2018,Excel Level 3,Warwick Street,5
26/12/2018,Excel Formulas and Functions,Hampton,3
09/02/2018,Excel Level 1,Warwick Street,1
24/05/2018,Excel Level 3,Warwick Street,2
20/11/2018,Excel Formulas and Functions,Warwick Street,2
15/12/2018,Mastering DAX,Hampton,2
06/01/2018,Excel Level 1,Warwick Street,9
25/03/2018,Excel Level 3,Hampton,7
22/12/2018,Mastering DAX,Warwick Street,3
18/11/2018,Excel Best Practise & Tips,Warwick Street,8
12/12/2018,Mastering DAX,Warwick Street,7
12/06/2018,Excel Level 2,Dover Court,7
04/10/2018,Excel Best Practise & Tips,Hampton,5
29/11/2018,Excel Level 3,Surrey House,3
22/11/2018,Excel Level 2,Warwick Street,7
15/12/2018,Excel Dashboards,Warwick Street,3
12/12/2018,Mastering DAX,Warwick Street,3
26/05/2018,Excel Level 1,Warwick Street,3
06/04/2018,Power BI Introduction,Dover Court,10
28/09/2018,Excel Formulas and Functions,Hampton,7
17/03/2018,Excel Level 3,Dover Court,7
18/12/2018,Excel Level 2,Warwick Street,3
12/10/2018,Excel Dashboards,Warwick Street,5
03/02/2018,Power Query & Power Pivot,Hampton,3
21/11/2018,Excel Level 1,Warwick Street,5
08/12/2018,Excel Formulas and Functions,Hampton,5
06/05/2018,Power BI Introduction,Hampton,7
24/11/2018,Excel Level 3,Surrey House,2
28/11/2018,Excel Dashboards,Warwick Street,5
08/12/2018,Excel Dashboards,Warwick Street,3
03/07/2018,Excel Best Practise & Tips,Hampton,5
23/12/2018,Excel Level 3,Hampton,2
03/08/2018,Excel Level 3,Warwick Street,7
11/07/2018,Excel Level 3,Warwick Street,5
29/11/2018,Excel Level 2,Surrey House,3
26/09/2018,Excel Level 3,Warwick Street,3
10/07/2018,Excel Level 1,Warwick Street,5
26/01/2018,Excel Level 1,Dover Court,3
08/03/2018,Power BI Introduction,Dover Court,3
02/01/2018,Excel Level 1,Hampton,3
09/07/2018,Excel Level 3,Warwick Street,10
21/04/2018,Excel Formulas and Functions,Surrey House,5
22/11/2018,Excel Level 1,Warwick Street,2
30/01/2018,Excel VBA,Surrey House,3
12/12/2018,Excel Level 3,Hampton,3
19/10/2018,Mastering DAX,Warwick Street,3
29/11/2018,Power BI Introduction,Surrey House,3
12/06/2018,Excel PivotTables,Dover Court,3
18/09/2018,Excel PivotTables,Dover Court,5
11/12/2018,Excel Level 3,Warwick Street,3
24/12/2018,Excel Best Practise & Tips,Hampton,7
05/07/2018,Excel Formulas and Functions,Warwick Street,3
24/10/2018,Excel Level 2,Hampton,3
16/03/2018,Excel Dashboards,Warwick Street,7
22/12/2018,Excel Level 3,Surrey House,3
04/11/2018,Excel Dashboards,Warwick Street,3
02/04/2018,Excel Level 3,Dover Court,3
26/11/2018,Excel Level 3,Surrey House,5
05/03/2018,Excel Best Practise & Tips,Hampton,5
09/02/2018,Mastering DAX,Warwick Street,7
11/02/2018,Excel Level 3,Hampton,5
22/04/2018,Excel Level 1,Warwick Street,10
11/10/2018,Excel Level 2,Hampton,3
19/11/2018,Excel VBA,Dover Court,3
22/06/2018,Excel Formulas and Functions,Hampton,3
25/12/2018,Excel Level 3,Warwick Street,3
04/01/2018,Excel Formulas and Functions,Hampton,5
29/10/2018,Excel VBA,Warwick Street,9
09/10/2018,Power BI Introduction,Warwick Street,3
25/12/2018,Power BI Introduction,Dover Court,3
09/05/2018,Mastering DAX,Hampton,7
23/08/2018,Excel Level 3,Dover Court,3
03/10/2018,Excel Level 3,Warwick Street,3
10/04/2018,Excel Formulas and Functions,Hampton,3
28/11/2018,Excel Level 3,Hampton,5
22/12/2018,Excel Level 3,Warwick Street,10
27/11/2018,Excel Level 3,Surrey House,3
14/06/2018,Excel Level 3,Surrey House,7
30/06/2018,Excel Level 3,Warwick Street,7
21/11/2018,Excel Level 3,Warwick Street,3
26/11/2018,Excel Formulas and Functions,Warwick Street,5
28/05/2018,Mastering DAX,Dover Court,5
01/12/2018,Excel Best Practise & Tips,Warwick Street,3
09/12/2018,Excel Level 1,Warwick Street,5
17/08/2018,Mastering DAX,Warwick Street,2
07/02/2018,Excel VBA,Surrey House,3
28/05/2018,Excel Formulas and Functions,Hampton,5
17/10/2018,Excel PivotTables,Warwick Street,7
10/12/2018,Excel Formulas and Functions,Surrey House,7
08/02/2018,Excel Level 2,Warwick Street,1
22/11/2018,Excel Level 3,Warwick Street,5
12/11/2018,Mastering DAX,Hampton,2
12/11/2018,Excel Dashboards,Hampton,3
18/06/2018,Excel Level 3,Hampton,3
20/01/2018,Excel Level 3,Dover Court,7
06/12/2018,Excel Level 2,Dover Court,2
13/12/2018,Excel Level 1,Surrey House,7
21/11/2018,Excel Level 1,Warwick Street,7
02/08/2018,Mastering DAX,Warwick Street,7
09/08/2018,Excel Best Practise & Tips,Warwick Street,7
15/01/2018,Excel Level 1,Warwick Street,5
27/10/2018,Excel Level 1,Warwick Street,2
06/12/2018,Excel Dashboards,Warwick Street,5
16/11/2018,Excel Formulas and Functions,Warwick Street,7
24/11/2018,Excel Level 2,Warwick Street,5
10/09/2018,Power BI Introduction,Warwick Street,5
15/12/2018,Excel Level 1,Warwick Street,5
12/10/2018,Mastering DAX,Surrey House,5
15/12/2018,Excel Level 3,Warwick Street,3
14/08/2018,Excel Level 3,Warwick Street,5
23/08/2018,Excel PivotTables,Warwick Street,7
13/08/2018,Excel Level 1,Dover Court,3
04/10/2018,Excel Level 3,Surrey House,2
17/11/2018,Excel Level 2,Warwick Street,3
14/12/2018,Excel Dashboards,Warwick Street,2
28/08/2018,Mastering DAX,Warwick Street,2
13/06/2018,Excel Level 3,Warwick Street,3
04/01/2018,Mastering DAX,Dover Court,5
05/05/2018,Excel Formulas and Functions,Warwick Street,3
26/12/2018,Excel Best Practise & Tips,Hampton,5
01/03/2018,Excel Level 1,Surrey House,7
22/06/2018,Power BI Introduction,Hampton,7
01/11/2018,Excel Dashboards,Warwick Street,3
06/12/2018,Excel Dashboards,Dover Court,5
22/08/2018,Excel Level 3,Hampton,3
21/10/2018,Excel Dashboards,Warwick Street,7
17/01/2018,Excel Formulas and Functions,Dover Court,2
19/05/2018,Excel Dashboards,Warwick Street,3
